Wind_turbine_name;Date_time;Ba_avg;Ba_min;Ba_max;Ba_std;Rt_avg;Rt_min;Rt_max;Rt_std;DCs_avg;DCs_min;DCs_max;DCs_std;Cm_avg;Cm_min;Cm_max;Cm_std;P_avg;P_min;P_max;P_std;Q_avg;Q_min;Q_max;Q_std;S_avg;S_min;S_max;S_std;Cosphi_avg;Cosphi_min;Cosphi_max;Cosphi_std;Ds_avg;Ds_min;Ds_max;Ds_std;Db1t_avg;Db1t_min;Db1t_max;Db1t_std;Db2t_avg;Db2t_min;Db2t_max;Db2t_std;Dst_avg;Dst_min;Dst_max;Dst_std;Gb1t_avg;Gb1t_min;Gb1t_max;Gb1t_std;Gb2t_avg;Gb2t_min;Gb2t_max;Gb2t_std;Git_avg;Git_min;Git_max;Git_std;Gost_avg;Gost_min;Gost_max;Gost_std;Ya_avg;Ya_min;Ya_max;Ya_std;Yt_avg;Yt_min;Yt_max;Yt_std;Ws1_avg;Ws1_min;Ws1_max;Ws1_std;Ws2_avg;Ws2_min;Ws2_max;Ws2_std;Ws_avg;Ws_min;Ws_max;Ws_std;Wa_avg;Wa_min;Wa_max;Wa_std;Va1_avg;Va1_min;Va1_max;Va1_std;Va2_avg;Va2_min;Va2_max;Va2_std;Va_avg;Va_min;Va_max;Va_std;Ot_avg;Ot_min;Ot_max;Ot_std;Nf_avg;Nf_min;Nf_max;Nf_std;Nu_avg;Nu_min;Nu_max;Nu_std;Rs_avg;Rs_min;Rs_max;Rs_std;Rbt_avg;Rbt_min;Rbt_max;Rbt_std;Rm_avg;Rm_min;Rm_max;Rm_std;Pas_avg;Pas_min;Pas_max;Pas_std;Wa_c_avg;Wa_c_min;Wa_c_max;Wa_c_std;Na_c_avg;Na_c_min;Na_c_max;Na_c_std
R80711;2018-01-01T03:50:00-06:00;-0.17;-0.99;8.71;1.74;16.0;16.0;16.0;0.0;1794.15;1729.17;1862.45;19.07;7043.6;3442.17;10966.5;2456.97;1321.06;625.86;2121.44;462.98;54.85;-4.71;114.49;27.26;1322.89;631.54;2121.52;461.83;1.0;1.0;0.99;0.0;1793.55;1728.5;1861.95;19.09;34.26;32.05;36.4;1.18;33.55;32.5;34.65;0.6;61.0;59.5;64.4;1.15;80.83;79.9;82.2;0.53;81.3;81.0;81.7;0.14;67.24;66.75;68.15;0.3;71.44;71.0;72.1;0.22;182.76;171.22;185.49;5.49;24.66;23.4;26.1;0.68;10.34;5.84;16.44;2.32;9.8;6.19;15.39;2.13;10.07;6.17;15.92;2.2;166.45;134.39;220.39;12.26;-4.8;-51.1;34.9;12.91;-4.8;-51.1;34.9;12.91;;;;;6.51;6.45;6.7;0.04;49.99;49.97;50.01;0.01;704.46;702.37;706.94;0.97;17.12;16.49;17.79;0.18;29.29;29.1;29.4;0.08;7023.07;3444.28;10914.7;2436.93;;;;;;;;;;;;
R80711;2018-01-01T04:00:00-06:00;-0.77;-0.99;2.4;0.49;16.0;16.0;16.0;0.0;1797.24;1753.81;1833.39;13.27;6948.86;3574.95;10942.8;1792.32;1304.4;658.49;2074.82;336.22;57.71;-9.13;113.2;25.84;1306.27;663.02;2074.82;334.93;1.0;1.0;0.99;0.0;1796.67;1753.07;1832.73;13.28;37.85;36.15;38.95;0.79;35.23;34.35;35.7;0.33;65.15;63.5;66.7;0.73;82.01;80.9;82.6;0.38;82.08;81.7;82.3;0.13;67.59;66.2;68.65;0.67;72.08;71.75;72.45;0.14;171.22;171.22;171.22;0.0;24.01;18.5;27.3;3.15;9.72;6.2;14.2;1.6;9.43;5.91;13.17;1.49;9.57;6.19;13.32;1.51;173.19;85.17;216.74;12.64;1.98;-86.05;45.52;12.64;1.98;-86.05;45.52;12.64;;;;;6.6;6.5;6.7;0.08;49.99;49.97;50.01;0.01;704.18;701.94;707.28;1.03;17.15;16.72;17.51;0.13;29.41;29.4;29.6;0.04;6929.57;3574.57;10869.0;1776.97;;;;;;;;;;;;
R80711;2018-01-01T04:20:00-06:00;-0.25;-0.99;7.99;1.69;16.0;16.0;16.0;0.0;1799.05;1750.21;1841.68;13.7;7473.7;3754.3;10982.3;2130.21;1401.69;695.24;2099.06;401.48;44.93;-16.91;103.0;27.14;1402.81;695.82;2099.56;401.02;1.0;1.0;0.99;0.0;1798.47;1749.62;1841.22;13.72;35.21;34.2;36.3;0.55;34.24;33.8;34.65;0.21;65.73;64.1;67.75;0.78;80.44;79.75;81.2;0.38;81.57;81.3;81.9;0.17;66.22;65.75;66.7;0.17;71.9;71.5;72.3;0.15;171.22;171.22;171.22;0.0;14.55;14.2;15.2;0.31;10.44;6.25;15.99;1.88;10.15;6.27;15.12;1.76;10.3;6.47;15.37;1.79;172.61;142.84;223.48;11.86;1.36;-28.37;52.26;11.86;1.36;-28.37;52.26;11.86;;;;;6.32;6.2;6.45;0.1;50.0;49.98;50.02;0.01;703.17;700.63;705.86;0.93;17.16;16.7;17.58;0.13;29.1;29.0;29.2;0.02;7438.48;3733.4;10894.9;2116.93;;;;;;;;;;;;
R80711;2018-01-01T04:30:00-06:00;4.92;-1.0;12.57;3.95;16.0;16.0;16.0;0.0;1799.82;1742.06;1871.82;21.41;10411.6;5692.91;10987.7;1192.51;1951.43;1059.68;2135.96;227.67;54.28;-12.65;98.23;28.68;1952.4;1060.34;2137.07;227.64;1.0;1.0;1.0;0.0;1799.24;1741.44;1871.24;21.42;33.62;32.9;34.55;0.4;33.67;33.45;34.05;0.13;67.54;65.05;70.05;1.15;81.26;80.4;81.9;0.36;81.8;81.5;82.1;0.18;66.62;66.1;67.35;0.27;72.35;71.8;72.75;0.22;171.22;171.22;171.22;0.0;13.91;13.6;14.2;0.15;13.48;7.45;18.16;1.95;12.85;6.85;17.24;1.77;13.17;7.3;17.49;1.83;170.93;143.4;208.4;8.25;-0.29;-27.82;37.19;8.25;-0.29;-27.82;37.19;8.25;;;;;6.12;6.0;6.2;0.04;49.98;49.96;50.01;0.01;702.82;700.71;704.95;0.89;17.17;16.62;17.88;0.21;29.09;29.0;29.1;0.03;10354.2;5670.23;10928.3;1183.9;;;;;;;;;;;;
R80711;2018-01-01T04:50:00-06:00;5.9;-0.99;16.73;4.94;16.0;16.0;16.0;0.0;1801.81;1731.96;1877.12;25.09;10535.1;5707.89;10988.5;925.49;1976.97;1054.78;2140.01;180.01;66.76;18.0;105.28;20.95;1978.24;1058.01;2140.94;179.66;1.0;1.0;1.0;0.0;1801.2;1731.32;1876.41;25.11;31.8;31.3;32.3;0.21;33.52;33.35;33.75;0.08;71.61;70.35;73.0;0.48;82.15;80.65;82.5;0.14;82.43;82.3;82.6;0.08;67.38;66.9;68.3;0.21;73.07;72.8;73.4;0.1;171.22;171.22;171.22;0.0;13.23;13.1;13.4;0.08;14.09;8.2;21.18;2.49;13.48;7.9;19.79;2.24;13.79;8.05;20.49;2.34;173.02;151.6;197.95;8.79;1.8;-19.62;26.73;8.79;1.8;-19.62;26.73;8.79;;;;;5.92;5.8;6.1;0.05;50.0;49.98;50.02;0.01;701.0;698.84;703.15;0.91;17.19;16.54;17.94;0.24;29.1;29.05;29.1;0.0;10478.3;5677.51;10911.0;917.54;;;;;;;;;;;;
R80711;2018-01-01T06:30:00-06:00;5.72;-0.99;15.38;4.36;16.0;16.0;16.0;0.0;1798.75;1721.15;1943.51;29.98;10525.5;7425.41;11001.0;797.78;1972.67;1373.88;2219.37;159.21;72.09;33.27;103.23;14.91;1974.06;1376.57;2220.65;159.04;1.0;1.0;1.0;0.0;1798.08;1720.4;1942.92;30.0;30.87;30.6;31.15;0.1;35.03;34.8;35.2;0.08;75.97;74.9;77.1;0.33;83.22;82.85;83.45;0.09;83.87;83.7;84.0;0.06;68.71;68.3;69.3;0.17;74.95;74.55;75.25;0.07;182.19;182.19;182.19;0.0;11.98;11.9;12.2;0.08;14.86;9.6;22.14;2.14;13.95;9.3;19.98;1.93;14.41;9.45;21.06;2.01;176.62;154.83;211.74;8.06;-5.57;-27.36;29.54;8.06;-5.57;-27.36;29.54;8.06;;;;;4.69;4.5;4.9;0.06;50.01;49.99;50.03;0.01;714.35;712.7;716.88;0.6;17.16;16.39;18.55;0.29;28.7;28.7;28.7;0.0;10473.1;7377.43;10918.8;790.83;;;;;;;;;;;;
R80711;2018-01-01T06:40:00-06:00;8.44;-0.99;20.94;4.94;16.0;15.88;16.0;0.01;1803.15;1681.26;1923.34;36.99;10729.1;7518.4;10980.8;461.73;2016.33;1395.17;2187.46;103.87;87.89;61.79;112.77;9.33;2018.28;1399.39;2188.86;103.62;1.0;1.0;1.0;0.0;1802.48;1680.36;1922.68;37.01;30.88;30.6;31.15;0.1;35.05;34.8;35.15;0.07;76.03;75.05;76.95;0.35;83.26;82.9;83.65;0.14;83.91;83.7;84.1;0.05;68.85;68.35;69.5;0.22;75.0;74.55;75.3;0.1;182.19;182.19;182.19;0.0;11.99;11.9;12.2;0.06;15.89;9.2;23.87;2.66;14.91;9.4;22.89;2.44;15.4;9.38;23.38;2.53;177.92;144.49;207.93;8.46;-4.28;-37.71;25.73;8.46;-4.28;-37.71;25.73;8.46;;;;;4.48;4.1;4.7;0.19;50.02;50.0;50.03;0.01;715.65;713.67;716.83;0.43;17.21;16.02;18.37;0.36;28.7;28.6;28.7;0.02;10679.8;7501.26;10917.5;459.29;;;;;;;;;;;;
R80711;2018-01-01T08:00:00-06:00;9.73;3.5;18.95;3.92;15.0;15.0;15.0;0.0;1801.63;1720.01;1943.37;30.37;10054.9;6707.44;10445.1;654.11;1889.51;1248.04;2099.99;133.59;90.24;59.56;124.64;10.47;1891.74;1253.62;2101.56;133.02;1.0;1.0;0.99;0.0;1800.91;1719.4;1942.77;30.39;31.22;31.0;31.5;0.1;35.29;35.1;35.45;0.09;75.74;74.65;76.7;0.34;83.7;83.35;84.0;0.16;84.37;84.25;84.5;0.08;69.4;68.85;70.0;0.25;75.55;75.0;75.9;0.07;181.1;181.1;181.1;0.0;11.65;11.4;11.9;0.09;15.84;9.26;23.8;2.81;14.9;9.27;22.1;2.5;15.37;9.81;22.95;2.63;177.08;148.9;207.24;9.06;-4.08;-32.2;26.14;9.06;-4.08;-32.2;26.14;9.06;;;;;3.9;3.85;4.0;0.01;49.96;49.94;49.99;0.01;705.83;704.8;706.83;0.39;17.19;16.42;18.55;0.29;28.4;28.3;28.4;0.02;10016.0;6698.06;10385.3;649.07;;;;;;;;;;;;
R80711;2018-01-01T08:50:00-06:00;8.84;-0.99;23.32;6.2;15.0;15.0;15.0;0.0;1801.21;1699.46;1986.34;33.39;9483.75;5683.79;10417.5;1041.02;1782.08;1056.76;2144.44;202.55;94.6;58.99;122.77;10.32;1784.71;1062.63;2145.48;201.81;1.0;1.0;0.99;0.0;1800.48;1698.85;1985.77;33.42;30.87;30.65;31.15;0.1;34.95;34.7;35.1;0.09;74.59;73.05;75.6;0.54;83.79;83.15;84.2;0.24;84.55;84.3;84.7;0.05;69.8;68.8;70.65;0.4;75.7;75.35;76.0;0.12;189.95;181.1;199.76;7.92;11.92;11.7;12.0;0.05;14.73;7.34;24.37;3.54;14.17;7.39;23.5;3.51;14.45;7.64;23.86;3.5;191.5;103.5;225.27;11.15;1.62;-96.25;33.18;12.3;1.62;-96.25;33.18;12.3;;;;;5.15;5.0;5.25;0.08;49.98;49.96;49.99;0.01;705.17;703.67;707.43;0.5;17.19;16.23;18.94;0.32;28.18;28.0;28.2;0.05;9448.44;5672.52;10374.7;1033.34;;;;;;;;;;;;
R80711;2018-01-01T09:10:00-06:00;10.06;0.01;20.38;4.67;15.0;15.0;15.0;0.0;1802.56;1695.55;1919.2;37.52;10081.9;6842.39;10525.5;542.79;1894.17;1279.91;2097.66;115.34;88.38;55.88;122.37;10.1;1896.29;1285.06;2099.19;114.84;1.0;1.0;1.0;0.0;1801.83;1694.8;1918.54;37.55;30.76;30.45;31.05;0.08;34.89;34.7;35.1;0.07;73.54;72.6;74.6;0.3;83.48;82.6;83.95;0.31;84.21;83.7;84.6;0.24;69.92;69.25;70.85;0.31;75.65;75.3;76.0;0.12;189.88;189.88;189.88;0.0;11.96;11.9;12.0;0.04;15.41;8.09;22.83;2.69;15.12;8.62;24.48;2.63;15.26;8.36;23.65;2.63;196.65;171.42;225.97;10.49;6.76;-18.46;36.09;10.49;6.76;-18.46;36.09;10.49;;;;;5.07;5.0;5.2;0.08;50.01;49.98;50.03;0.01;702.27;699.12;704.63;1.23;17.2;16.15;18.33;0.36;28.06;28.0;28.2;0.06;10036.3;6833.23;10452.8;539.16;;;;;;;;;;;;
R80711;2018-01-01T09:20:00-06:00;8.33;-0.99;18.55;4.11;15.0;15.0;15.0;0.0;1802.11;1728.01;1914.82;29.02;9679.58;3852.66;10371.6;1118.99;1818.93;722.72;2026.45;214.65;88.5;48.65;140.24;15.24;1821.31;736.22;2027.56;213.26;1.0;1.0;0.98;0.0;1801.41;1727.26;1914.1;29.04;30.77;30.6;31.05;0.08;34.97;34.8;35.15;0.08;73.48;72.55;74.25;0.3;83.7;83.0;84.05;0.18;84.5;84.3;84.6;0.07;69.6;68.95;70.6;0.36;75.72;75.45;76.05;0.11;208.34;189.88;211.83;7.72;11.93;11.9;12.0;0.04;15.3;8.25;21.48;2.6;14.49;8.48;21.9;2.49;14.9;8.36;21.17;2.52;207.65;150.15;227.13;7.51;-4.22;-61.68;31.58;11.11;-4.22;-61.68;31.58;11.11;;;;;4.97;4.9;5.0;0.04;49.99;49.97;50.01;0.01;699.63;698.25;700.86;0.55;17.19;16.47;18.25;0.28;28.14;28.0;28.2;0.07;9638.98;3871.26;10309.3;1105.97;;;;;;;;;;;;
R80711;2018-01-01T09:30:00-06:00;3.23;-1.0;15.65;4.16;15.0;15.0;15.0;0.0;1800.53;1735.17;1902.72;27.38;9270.57;4515.64;10473.8;1487.97;1741.31;845.02;2056.37;284.33;86.5;46.02;136.08;15.9;1743.74;855.89;2057.84;283.11;1.0;1.0;0.99;0.0;1799.81;1734.41;1901.96;27.41;30.7;30.4;31.0;0.11;34.84;34.6;35.1;0.11;72.64;71.8;73.8;0.32;83.28;83.0;83.6;0.12;84.29;84.2;84.5;0.06;69.17;68.8;69.75;0.14;75.51;75.15;75.8;0.07;211.83;211.83;211.83;0.0;11.82;11.7;12.0;0.09;13.36;6.69;19.05;2.29;12.55;6.18;18.11;2.12;12.95;6.44;18.43;2.18;204.4;171.96;290.69;9.58;-7.41;-39.87;78.86;9.58;-7.41;-39.87;78.86;9.58;;;;;4.88;4.7;4.9;0.05;49.98;49.95;50.01;0.01;698.57;697.22;699.94;0.49;17.18;16.54;18.16;0.26;28.26;28.2;28.4;0.08;9233.46;4524.99;10405.3;1471.65;;;;;;;;;;;;
R80711;2018-01-01T09:40:00-06:00;3.56;-1.0;14.89;4.07;15.0;15.0;15.0;0.0;1801.07;1736.19;1901.37;26.77;9609.27;4698.91;10701.0;1452.29;1803.62;880.34;2110.38;277.06;69.01;15.25;124.54;21.28;1805.24;888.65;2111.96;275.93;1.0;1.0;0.99;0.0;1800.35;1735.49;1900.68;26.79;30.5;30.2;30.8;0.11;34.58;34.35;34.8;0.1;71.73;70.55;72.85;0.42;83.05;82.4;83.4;0.19;84.12;84.0;84.3;0.09;69.03;68.6;69.45;0.16;75.36;75.0;75.65;0.1;211.83;211.83;211.83;0.0;11.72;11.7;11.9;0.06;13.66;8.09;21.23;2.54;12.86;7.64;19.42;2.28;13.26;7.98;20.32;2.39;205.64;88.62;244.74;10.47;-6.18;-123.21;32.91;10.47;-6.18;-123.21;32.91;10.47;;;;;4.89;4.7;4.9;0.04;49.98;49.96;50.0;0.01;699.49;697.91;701.41;0.61;17.18;16.56;18.16;0.26;28.38;28.2;28.4;0.04;9562.0;4702.48;10645.2;1435.01;;;;;;;;;;;;
R80711;2018-01-01T09:50:00-06:00;4.2;-0.99;14.67;4.66;15.0;15.0;15.0;0.0;1800.25;1726.41;1933.17;29.08;9664.7;4918.29;10700.4;1286.91;1814.34;919.14;2125.26;249.51;79.62;32.51;125.54;17.76;1816.27;924.41;2126.15;248.83;1.0;1.0;0.99;0.0;1799.52;1725.61;1932.58;29.1;30.34;30.1;30.7;0.1;34.34;34.1;34.6;0.07;71.76;70.8;72.75;0.3;83.12;82.75;83.55;0.11;84.16;84.0;84.25;0.06;69.06;68.75;69.55;0.14;75.34;75.1;75.55;0.08;211.83;211.83;211.83;0.0;11.72;11.6;11.9;0.08;14.2;6.76;22.01;2.59;13.31;6.87;20.52;2.38;13.76;6.86;21.27;2.47;204.9;154.92;238.09;8.63;-6.95;-56.91;26.26;8.63;-6.95;-56.91;26.26;8.63;;;;;4.78;4.7;4.9;0.09;49.99;49.98;50.0;0.01;699.94;698.09;701.5;0.6;17.18;16.45;18.49;0.28;28.38;28.2;28.4;0.05;9621.9;4920.84;10629.4;1273.79;;;;;;;;;;;;
R80711;2018-01-01T10:00:00-06:00;5.21;-1.0;14.27;4.14;15.0;15.0;15.0;0.0;1800.98;1715.91;1884.38;27.11;10057.8;4963.64;10651.7;984.39;1888.16;921.35;2067.92;192.06;81.08;43.44;121.34;14.07;1890.02;929.32;2068.91;191.43;1.0;1.0;0.99;0.0;1800.26;1715.22;1883.83;27.13;30.22;29.9;30.45;0.1;34.19;34.05;34.35;0.08;72.16;71.35;72.95;0.28;83.29;82.9;83.65;0.12;84.19;84.0;84.3;0.05;69.26;68.9;69.75;0.17;75.41;75.2;75.6;0.08;211.83;211.83;211.83;0.0;11.76;11.7;11.9;0.09;13.91;7.08;19.91;2.36;13.29;5.64;18.28;2.17;13.6;6.41;19.06;2.24;209.69;131.47;244.5;10.15;-2.13;-80.36;32.68;10.15;-2.13;-80.36;32.68;10.15;;;;;4.92;4.7;5.0;0.07;50.0;49.97;50.04;0.01;700.48;698.93;702.06;0.62;17.18;16.38;18.01;0.26;28.35;28.2;28.4;0.06;10011.6;4970.65;10567.2;975.18;;;;;;;;;;;;
R80711;2018-01-01T10:10:00-06:00;5.67;-0.99;14.57;4.12;15.0;15.0;15.0;0.0;1802.29;1720.09;1900.79;29.1;10104.8;6906.21;10551.5;670.52;1898.84;1287.78;2069.27;136.37;87.9;55.85;121.37;11.84;1900.95;1291.36;2071.02;135.85;1.0;1.0;1.0;0.0;1801.58;1719.4;1900.11;29.12;30.15;29.9;30.45;0.09;34.11;34.0;34.3;0.05;72.48;71.7;73.45;0.27;83.43;83.15;83.7;0.09;84.23;84.1;84.3;0.03;69.32;68.9;69.9;0.18;75.48;75.25;75.8;0.07;211.83;211.83;211.83;0.0;11.82;11.7;11.9;0.08;13.81;8.24;20.48;2.42;13.12;8.54;18.65;2.18;13.47;8.39;19.39;2.27;210.1;186.44;238.22;9.38;-1.74;-25.39;26.39;9.38;-1.74;-25.39;26.39;9.38;;;;;5.06;4.95;5.2;0.08;50.02;50.0;50.07;0.01;700.45;699.15;702.14;0.52;17.2;16.42;18.15;0.28;28.4;28.3;28.4;0.01;10061.5;6902.43;10481.0;662.2;;;;;;;;;;;;
R80711;2018-01-01T10:30:00-06:00;7.99;-0.99;15.17;4.14;15.0;15.0;15.0;0.0;1802.25;1714.0;1892.47;28.71;10047.1;5703.26;10423.7;827.43;1888.07;1067.27;2049.32;161.95;88.01;44.51;131.3;11.73;1890.21;1074.75;2050.42;161.37;1.0;1.0;0.99;0.0;1801.54;1713.32;1891.84;28.74;30.18;30.0;30.4;0.08;34.15;34.0;34.35;0.08;73.23;72.55;73.95;0.24;83.58;83.3;83.95;0.09;84.29;84.2;84.4;0.02;69.32;68.9;69.85;0.15;75.54;75.1;75.85;0.06;211.83;211.83;211.83;0.0;11.89;11.7;12.0;0.04;15.5;7.74;21.42;2.59;14.5;7.19;20.08;2.42;15.0;7.61;20.63;2.49;206.36;181.72;249.41;7.55;-5.45;-30.11;37.58;7.55;-5.45;-30.11;37.58;7.55;;;;;4.98;4.9;5.1;0.04;49.99;49.97;50.01;0.01;700.06;699.08;701.33;0.42;17.2;16.36;18.08;0.28;28.4;28.3;28.4;0.02;10005.2;5710.27;10365.2;817.49;;;;;;;;;;;;
R80711;2018-01-01T10:40:00-06:00;7.11;-0.99;16.78;5.23;15.0;15.0;15.0;0.0;1801.73;1713.29;1937.02;33.92;10113.5;6762.26;10484.3;627.75;1899.72;1266.69;2099.75;129.5;89.99;56.62;123.07;10.65;1901.92;1272.39;2100.82;128.92;1.0;1.0;0.99;0.0;1801.0;1712.62;1936.32;33.94;30.22;29.9;30.55;0.09;34.27;34.05;34.4;0.06;73.17;72.3;73.95;0.29;83.48;83.1;83.95;0.09;84.26;84.2;84.4;0.04;69.25;68.75;69.95;0.19;75.51;75.3;75.85;0.06;211.83;211.83;211.83;0.0;11.9;11.7;12.0;0.02;15.32;8.89;21.39;2.9;14.35;8.12;19.78;2.59;14.84;8.9;20.39;2.73;206.38;160.98;241.79;9.11;-5.44;-50.85;29.96;9.11;-5.44;-50.85;29.96;9.11;;;;;4.83;4.7;4.9;0.09;49.99;49.96;50.01;0.01;699.8;699.11;700.75;0.33;17.19;16.34;18.5;0.33;28.29;28.2;28.4;0.08;10069.7;6759.76;10417.5;620.27;;;;;;;;;;;;
R80711;2018-01-01T11:20:00-06:00;7.08;-0.99;15.35;4.44;15.0;15.0;15.0;0.0;1801.02;1730.73;1906.86;30.84;9837.06;4858.87;10189.2;722.03;1846.78;905.5;2004.34;141.34;89.56;58.87;136.81;10.98;1849.05;915.66;2005.99;140.57;1.0;1.0;0.99;0.0;1800.29;1729.75;1906.15;30.87;30.56;30.3;30.85;0.1;34.54;34.35;34.7;0.07;73.77;72.85;74.55;0.27;83.91;83.45;84.25;0.12;84.58;84.4;84.7;0.03;69.93;69.6;70.45;0.15;75.82;75.55;76.05;0.09;216.13;211.83;219.51;3.79;11.9;11.9;12.0;0.02;14.13;7.53;21.99;2.27;13.81;8.13;20.04;2.07;13.97;8.08;21.02;2.13;225.73;193.31;261.08;10.63;6.27;-22.08;41.57;10.31;6.27;-22.08;41.57;10.31;;;;;4.79;4.7;4.95;0.09;49.99;49.96;50.01;0.01;700.06;698.73;702.23;0.67;17.18;16.49;18.21;0.3;27.99;27.9;28.0;0.02;9794.19;4858.71;10137.3;713.24;;;;;;;;;;;;
R80711;2018-01-01T11:50:00-06:00;3.4;-0.99;12.94;3.9;15.0;15.0;15.06;0.0;1799.87;1732.84;1900.9;26.2;9392.1;3622.8;10426.8;1491.3;1762.05;670.4;2049.48;284.18;72.59;6.65;126.61;25.88;1763.95;680.87;2050.55;282.85;1.0;1.0;0.98;0.0;1799.14;1732.08;1900.25;26.23;30.48;30.2;30.75;0.08;34.49;34.35;34.65;0.08;71.89;71.05;73.1;0.39;83.36;82.85;84.0;0.18;84.35;84.1;84.75;0.1;69.28;68.75;69.95;0.16;75.6;75.0;76.05;0.1;256.83;256.83;256.83;0.0;12.2;12.0;12.3;0.04;13.89;7.04;20.65;2.52;13.0;5.35;19.11;2.34;13.45;6.3;19.88;2.41;248.57;208.41;290.76;9.46;-8.27;-48.42;33.93;9.46;-8.27;-48.42;33.93;9.46;;;;;5.53;5.5;5.6;0.04;50.0;49.97;50.01;0.01;702.45;700.43;704.89;0.85;17.17;16.53;18.16;0.25;27.91;27.9;28.0;0.02;9347.38;3625.57;10362.7;1476.11;;;;;;;;;;;;
R80711;2018-01-01T12:00:00-06:00;5.87;-0.99;13.96;3.8;15.0;15.0;15.3;0.01;1802.01;1746.4;1907.68;28.87;9996.79;5392.26;10383.2;788.83;1877.07;1000.61;2056.47;155.87;75.58;3.88;119.29;19.87;1878.73;1005.39;2057.57;155.41;1.0;1.0;0.99;0.0;1801.29;1745.58;1906.94;28.89;30.47;30.2;30.75;0.09;34.45;34.35;34.6;0.07;72.05;71.0;73.1;0.34;83.54;83.2;83.9;0.14;84.33;84.2;84.5;0.06;69.52;69.1;70.1;0.19;75.61;75.4;75.8;0.07;256.83;256.83;256.83;0.0;12.27;12.2;12.3;0.04;14.53;8.42;19.34;2.09;13.7;8.8;18.25;1.86;14.11;9.22;18.65;1.95;253.4;226.48;287.24;8.5;-3.39;-30.35;30.41;8.5;-3.39;-30.35;30.41;8.5;;;;;5.69;5.6;5.8;0.09;50.0;49.98;50.02;0.01;702.47;700.79;704.32;0.64;17.19;16.65;18.18;0.28;27.94;27.9;28.0;0.04;9948.21;5364.76;10332.9;783.2;;;;;;;;;;;;
R80711;2018-01-01T12:20:00-06:00;18.63;8.8;27.45;3.95;15.0;15.0;15.0;0.0;1800.86;1690.66;1946.54;41.26;9804.71;8673.24;10035.5;149.61;1840.99;1533.02;2023.59;56.48;93.58;49.45;117.69;9.23;1843.4;1536.92;2025.22;56.25;1.0;1.0;1.0;0.0;1800.11;1689.98;1945.95;41.29;30.8;30.35;31.2;0.16;34.79;34.5;35.15;0.15;72.99;72.4;73.75;0.26;84.38;83.85;84.7;0.15;84.83;84.6;85.05;0.15;70.89;70.15;71.8;0.3;76.04;75.55;76.3;0.1;256.83;256.83;256.83;0.0;12.76;12.5;13.1;0.16;20.3;11.5;29.82;3.36;19.93;12.24;27.81;3.2;20.11;12.13;28.82;3.25;264.95;239.24;297.98;7.9;8.12;-17.58;41.15;7.9;8.12;-17.58;41.15;7.9;;;;;5.47;5.3;5.8;0.13;49.98;49.95;50.0;0.01;704.43;702.62;705.59;0.5;17.18;16.15;18.61;0.4;28.0;28.0;28.1;0.01;9764.92;8605.55;9990.22;150.58;;;;;;;;;;;;
R80711;2018-01-01T12:50:00-06:00;15.62;4.73;23.91;3.64;15.0;15.0;15.0;0.0;1801.26;1706.94;1902.39;34.87;9770.7;8086.16;9877.5;115.97;1835.13;1489.6;1953.93;45.79;90.05;42.45;113.68;10.72;1837.38;1493.96;1956.19;45.62;1.0;1.0;1.0;0.0;1800.54;1706.01;1901.83;34.9;31.39;31.2;31.7;0.09;35.39;35.2;35.5;0.05;73.31;72.4;74.1;0.25;84.24;83.7;84.65;0.08;84.8;84.6;85.0;0.04;70.2;69.5;70.85;0.27;76.06;75.5;76.3;0.06;270.0;270.0;270.0;0.0;12.52;12.3;12.6;0.07;19.66;12.54;27.64;2.84;18.48;12.19;25.58;2.69;19.07;12.54;26.61;2.75;267.31;247.21;295.81;6.24;-2.68;-22.79;25.81;6.24;-2.68;-22.79;25.81;6.24;;;;;5.05;4.7;5.6;0.26;50.0;49.97;50.02;0.01;709.1;704.47;711.6;1.88;17.19;16.27;18.19;0.33;28.0;27.95;28.0;0.0;9732.08;8064.09;9840.98;114.84;;;;;;;;;;;;
R80711;2018-01-01T13:20:00-06:00;11.38;3.5;18.67;3.28;14.99;14.31;15.0;0.04;1801.59;1727.04;1884.85;28.39;9763.31;7190.51;9918.88;282.02;1833.92;1338.76;1935.82;66.52;86.33;62.06;112.31;10.53;1836.0;1341.7;1937.51;66.25;1.0;1.0;1.0;0.0;1800.88;1726.32;1884.07;28.41;31.22;31.0;31.5;0.1;35.13;34.9;35.3;0.05;73.24;72.55;73.95;0.25;84.07;83.3;84.35;0.09;84.75;84.6;84.9;0.07;69.88;69.45;70.35;0.16;76.02;75.8;76.3;0.06;270.0;270.0;270.0;0.0;12.08;12.0;12.2;0.09;16.62;9.07;24.45;2.45;15.58;8.49;22.61;2.22;16.1;8.78;23.53;2.32;265.81;238.61;296.9;7.11;-4.19;-31.39;26.9;7.11;-4.19;-31.39;26.9;7.11;;;;;4.97;4.7;5.0;0.04;50.0;49.97;50.02;0.01;702.42;700.69;704.14;0.57;17.19;16.48;17.97;0.27;28.03;28.0;28.2;0.05;9723.05;7167.85;9860.87;280.41;;;;;;;;;;;;
