Wind_turbine_name;Date_time;Ba_avg;Ba_min;Ba_max;Ba_std;Rt_avg;Rt_min;Rt_max;Rt_std;DCs_avg;DCs_min;DCs_max;DCs_std;Cm_avg;Cm_min;Cm_max;Cm_std;P_avg;P_min;P_max;P_std;Q_avg;Q_min;Q_max;Q_std;S_avg;S_min;S_max;S_std;Cosphi_avg;Cosphi_min;Cosphi_max;Cosphi_std;Ds_avg;Ds_min;Ds_max;Ds_std;Db1t_avg;Db1t_min;Db1t_max;Db1t_std;Db2t_avg;Db2t_min;Db2t_max;Db2t_std;Dst_avg;Dst_min;Dst_max;Dst_std;Gb1t_avg;Gb1t_min;Gb1t_max;Gb1t_std;Gb2t_avg;Gb2t_min;Gb2t_max;Gb2t_std;Git_avg;Git_min;Git_max;Git_std;Gost_avg;Gost_min;Gost_max;Gost_std;Ya_avg;Ya_min;Ya_max;Ya_std;Yt_avg;Yt_min;Yt_max;Yt_std;Ws1_avg;Ws1_min;Ws1_max;Ws1_std;Ws2_avg;Ws2_min;Ws2_max;Ws2_std;Ws_avg;Ws_min;Ws_max;Ws_std;Wa_avg;Wa_min;Wa_max;Wa_std;Va1_avg;Va1_min;Va1_max;Va1_std;Va2_avg;Va2_min;Va2_max;Va2_std;Va_avg;Va_min;Va_max;Va_std;Ot_avg;Ot_min;Ot_max;Ot_std;Nf_avg;Nf_min;Nf_max;Nf_std;Nu_avg;Nu_min;Nu_max;Nu_std;Rs_avg;Rs_min;Rs_max;Rs_std;Rbt_avg;Rbt_min;Rbt_max;Rbt_std;Rm_avg;Rm_min;Rm_max;Rm_std;Pas_avg;Pas_min;Pas_max;Pas_std;Wa_c_avg;Wa_c_min;Wa_c_max;Wa_c_std;Na_c_avg;Na_c_min;Na_c_max;Na_c_std
R80711;2018-01-05T00:50:00-06:00;-0.99;-0.99;-0.99;0.0;16.81;16.0;17.0;0.34;1471.11;1195.14;1608.66;130.97;2882.72;1639.51;4988.47;870.89;432.95;173.65;814.41;174.5;13.47;-8.18;27.32;8.22;433.42;175.81;814.42;174.09;1.0;-1.0;0.98;0.0;1470.53;1194.4;1608.15;131.07;35.53;34.3;36.95;0.63;34.25;33.7;35.0;0.3;58.16;55.55;61.0;1.25;74.36;72.1;76.2;1.14;76.88;74.5;78.3;1.13;62.89;61.4;64.2;0.73;68.66;67.8;69.4;0.44;196.91;185.49;197.56;2.56;15.57;15.2;16.0;0.25;6.69;4.06;10.16;1.3;6.33;3.61;9.28;1.19;6.51;3.87;9.6;1.22;200.42;160.8;255.12;12.75;2.86;-36.76;57.56;13.14;2.86;-36.76;57.56;13.14;;;;;8.38;8.2;8.4;0.05;49.98;49.96;50.01;0.01;708.05;700.46;712.09;4.33;14.02;11.37;15.35;1.25;28.39;28.2;28.5;0.07;2738.94;1387.83;4878.52;914.27;;;;;;;;;;;;
R80711;2018-01-05T01:50:00-06:00;-0.96;-0.99;-0.46;0.12;16.0;16.0;16.0;0.0;1594.17;1522.54;1625.86;17.24;4725.51;2633.1;7535.93;1159.84;776.31;408.62;1257.61;197.12;7.89;-21.14;27.94;9.22;776.46;409.5;1257.78;196.94;1.0;-1.0;1.0;0.0;1593.69;1521.93;1625.4;17.25;44.1;42.65;45.45;0.58;38.62;38.0;39.2;0.28;61.15;59.35;63.05;0.66;77.19;76.6;77.6;0.19;78.19;77.8;78.45;0.15;65.38;65.0;65.85;0.14;68.91;68.6;69.15;0.1;197.56;197.56;197.56;0.0;30.85;30.1;31.3;0.36;8.17;5.2;12.21;1.22;7.82;4.99;11.84;1.18;7.99;5.15;12.02;1.17;200.9;177.17;238.27;10.0;3.35;-20.39;40.7;10.0;3.35;-20.39;40.7;10.0;;;;;9.05;8.9;9.2;0.07;50.01;49.97;50.03;0.01;702.91;701.86;704.1;0.47;15.2;14.5;15.51;0.17;28.94;28.8;29.0;0.08;4644.1;2539.53;7433.74;1156.96;;;;;;;;;;;;
R80711;2018-01-05T02:00:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1597.4;1503.88;1624.58;15.06;4621.19;2561.97;6341.37;938.51;759.98;388.73;1053.98;159.29;3.57;-15.67;22.08;7.0;760.04;389.16;1054.01;159.23;1.0;-1.0;1.0;0.0;1596.92;1503.36;1624.14;15.06;45.89;44.7;47.1;0.54;39.52;38.85;40.1;0.3;62.5;60.5;64.7;0.65;77.27;76.8;77.9;0.24;78.19;77.9;78.5;0.15;65.59;65.15;66.1;0.19;69.06;68.6;69.45;0.13;197.56;197.56;197.56;0.0;31.63;31.0;32.1;0.31;7.87;4.77;11.2;1.16;7.62;4.9;10.75;1.15;7.74;5.11;10.54;1.12;203.01;177.6;239.64;9.88;5.49;-19.96;42.08;9.88;5.49;-19.96;42.08;9.88;;;;;9.07;9.0;9.2;0.08;50.01;49.99;50.03;0.01;702.37;700.89;703.27;0.53;15.23;14.33;15.51;0.15;29.0;29.0;29.05;0.0;4540.16;2461.72;6262.48;936.09;;;;;;;;;;;;
R80711;2018-01-05T02:10:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1590.92;1499.77;1611.87;20.12;3616.33;2617.89;5363.27;596.12;589.63;392.31;887.16;104.03;6.0;-6.57;18.68;4.86;589.7;392.51;887.17;103.97;1.0;-1.0;1.0;0.0;1590.45;1499.33;1611.35;20.13;47.59;46.4;48.6;0.49;40.41;39.9;40.95;0.23;63.85;62.4;65.5;0.46;77.41;76.9;77.8;0.22;78.33;77.9;78.6;0.19;65.77;65.35;66.15;0.12;69.2;68.85;69.45;0.07;197.56;197.56;197.56;0.0;32.13;32.0;32.3;0.07;7.15;4.38;9.82;0.97;6.92;4.32;9.74;0.96;7.03;4.35;9.48;0.94;203.71;172.53;239.38;10.64;6.13;-25.03;41.82;10.64;6.13;-25.03;41.82;10.64;;;;;9.09;9.0;9.2;0.08;49.99;49.96;50.01;0.01;701.93;699.96;703.98;0.98;15.17;14.29;15.38;0.19;29.04;29.0;29.1;0.04;3535.41;2499.43;5280.36;598.65;;;;;;;;;;;;
R80711;2018-01-05T02:30:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1449.77;1242.64;1607.72;119.52;2596.37;1787.09;3935.93;562.47;378.36;199.06;644.33;122.22;15.63;-1.68;30.26;6.78;378.9;200.61;644.34;121.81;1.0;-1.0;0.99;0.0;1449.19;1241.95;1607.3;119.61;48.22;46.0;50.05;1.11;40.67;39.45;41.7;0.59;64.59;62.45;66.7;0.8;73.94;72.35;76.1;1.09;75.63;74.35;77.1;0.88;62.67;61.55;64.45;0.63;68.15;67.45;69.0;0.4;197.56;197.56;197.56;0.0;21.6;18.7;26.9;2.15;6.34;4.07;9.7;1.0;6.18;4.05;9.51;1.0;6.26;4.06;9.6;0.98;206.18;171.25;248.22;11.68;8.66;-26.31;50.65;11.68;8.66;-26.31;50.65;11.68;;;;;9.0;8.9;9.2;0.02;50.0;49.98;50.02;0.01;703.32;702.09;704.48;0.47;13.81;11.81;15.34;1.15;28.84;28.5;29.1;0.14;2446.11;1513.98;3843.89;609.88;;;;;;;;;;;;
R80711;2018-01-05T03:00:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1524.47;1288.22;1624.99;90.91;3419.81;1873.4;6946.43;1297.53;536.34;223.54;1153.66;235.49;12.14;-5.89;29.78;7.54;536.64;224.96;1153.67;235.29;1.0;-1.0;0.99;0.0;1523.95;1287.5;1624.57;90.98;37.35;36.35;38.8;0.62;34.7;34.3;35.4;0.29;54.84;53.3;56.9;0.76;71.33;70.6;72.95;0.55;73.96;73.45;74.9;0.35;61.02;59.9;62.5;0.71;66.21;65.85;66.7;0.16;210.73;210.73;210.73;0.0;17.31;15.0;21.6;2.33;7.12;4.25;11.36;1.36;6.82;3.96;10.7;1.34;6.97;4.2;11.03;1.32;215.0;179.79;274.99;11.21;4.24;-30.95;64.26;11.21;4.24;-30.95;64.26;11.21;;;;;9.04;8.9;9.2;0.08;50.0;49.98;50.03;0.01;703.86;701.7;706.75;1.33;14.53;12.25;15.5;0.87;27.94;27.9;28.0;0.04;3307.46;1657.72;6861.45;1320.14;;;;;;;;;;;;
R80711;2018-01-05T04:10:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1596.18;1306.45;1805.33;140.65;3189.86;2067.55;5439.16;775.49;529.51;265.45;1022.75;183.35;5.89;-14.35;19.22;7.78;529.65;265.98;1022.85;183.23;1.0;-1.0;1.0;0.0;1595.6;1305.6;1805.0;140.74;45.92;44.75;47.1;0.52;38.91;38.4;39.45;0.25;60.9;59.15;62.85;0.58;70.2;68.0;72.8;1.3;72.13;69.8;74.8;1.39;61.02;59.85;62.35;0.6;64.58;63.9;65.35;0.35;206.34;206.34;206.34;0.0;29.33;28.9;30.1;0.35;6.95;4.21;10.13;1.14;6.69;3.94;10.05;1.16;6.82;4.07;9.96;1.12;207.9;157.84;250.94;10.96;1.59;-48.5;44.6;10.96;1.59;-48.5;44.6;10.96;;;;;9.3;9.2;9.5;0.02;49.95;49.91;49.98;0.01;702.11;700.81;703.61;0.6;15.22;12.44;17.25;1.35;28.12;28.0;28.2;0.08;3103.13;1890.49;5411.8;815.43;;;;;;;;;;;;
R80711;2018-01-05T04:50:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1777.77;1585.87;1807.25;39.98;4219.68;2875.77;6229.13;624.43;778.07;466.12;1166.02;127.41;-3.99;-18.58;18.98;6.15;778.11;466.39;1166.13;127.4;1.0;-1.0;1.0;0.0;1777.3;1585.37;1806.97;39.99;45.51;43.7;47.2;0.9;38.08;37.1;39.15;0.57;62.85;60.6;65.0;0.96;73.97;73.65;74.3;0.09;76.31;76.1;76.5;0.09;60.31;60.0;60.85;0.15;65.35;64.9;65.55;0.08;271.22;251.34;272.2;3.86;17.45;16.6;18.6;0.63;8.97;5.48;12.04;1.24;8.22;5.05;11.45;1.17;8.6;5.26;11.74;1.18;242.71;234.44;301.91;9.16;-8.63;-34.17;29.71;8.42;-8.63;-34.17;29.71;8.42;;;;;8.52;8.3;8.8;0.14;49.99;49.96;50.02;0.02;702.13;700.14;704.05;0.84;16.96;15.12;17.26;0.38;28.4;28.4;28.45;0.01;4171.71;2799.7;6182.82;630.06;;;;;;;;;;;;
R80711;2018-01-05T05:10:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1638.82;1345.34;1807.48;122.81;3348.23;2085.8;5788.41;752.32;569.55;268.4;1080.85;174.73;12.16;-11.92;29.5;8.34;569.83;269.6;1080.92;174.47;1.0;-1.0;0.99;0.0;1638.31;1344.65;1806.83;122.88;38.8;37.0;40.5;0.91;34.87;34.1;35.7;0.41;56.62;54.6;58.65;0.94;72.51;71.45;73.45;0.57;74.69;73.7;75.4;0.54;59.46;58.65;60.25;0.36;64.78;64.3;65.2;0.21;242.56;242.56;242.56;0.0;15.38;15.1;15.7;0.19;7.46;4.98;10.63;1.04;6.96;4.4;10.1;1.04;7.21;4.72;10.21;1.01;237.71;196.42;315.74;10.95;-4.85;-46.14;73.18;10.95;-4.85;-46.14;73.18;10.95;;;;;9.0;9.0;9.2;0.02;49.97;49.95;50.01;0.01;702.23;700.78;703.46;0.57;15.63;12.8;17.26;1.18;28.4;28.3;28.4;0.0;3267.79;1900.58;5748.52;787.4;;;;;;;;;;;;
R80711;2018-01-05T06:20:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1536.77;1239.21;1799.5;155.42;2868.17;1762.16;4955.98;681.97;454.4;198.95;927.21;163.22;13.66;-4.65;27.96;7.47;454.82;200.85;927.21;162.86;1.0;-1.0;0.99;0.0;1536.22;1238.33;1799.1;155.51;49.29;48.0;50.35;0.47;40.81;40.1;41.35;0.28;64.95;63.65;66.4;0.46;75.21;72.5;76.6;1.07;76.09;74.0;77.0;0.78;62.2;60.25;64.15;1.24;66.8;65.85;67.4;0.31;230.49;230.49;230.49;0.0;25.42;20.0;30.95;4.14;7.06;4.45;9.92;1.13;6.47;4.13;9.44;1.06;6.76;4.37;9.63;1.08;222.61;188.66;292.24;11.21;-7.92;-41.83;61.75;11.21;-7.92;-41.83;61.75;11.21;;;;;8.8;8.75;8.9;0.01;49.99;49.96;50.02;0.01;704.79;703.43;706.0;0.6;14.65;11.79;17.17;1.49;29.65;29.4;29.7;0.07;2753.21;1532.41;4921.51;737.57;;;;;;;;;;;;
R80711;2018-01-05T07:00:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1469.99;1244.64;1718.52;121.71;2575.83;1762.19;3671.18;473.97;382.88;203.7;640.46;110.58;16.93;2.33;34.07;7.09;383.49;205.25;640.48;110.09;1.0;1.0;0.99;0.0;1469.39;1243.89;1718.0;121.8;37.53;36.8;38.45;0.35;34.7;34.1;35.3;0.28;53.84;52.8;54.95;0.35;69.7;69.1;70.4;0.33;71.99;71.4;72.65;0.33;59.61;58.5;60.25;0.23;64.05;63.45;64.3;0.11;226.09;223.7;226.1;0.15;22.0;19.4;23.8;1.2;6.56;4.24;8.97;0.94;6.02;4.17;8.04;0.84;6.29;4.26;8.5;0.87;219.52;181.68;331.49;11.47;-6.59;-44.42;105.39;11.46;-6.59;-44.42;105.39;11.46;;;;;8.5;8.4;8.6;0.02;50.0;49.97;50.03;0.01;705.66;704.22;706.78;0.52;14.01;11.84;16.41;1.17;28.66;28.5;28.8;0.1;2446.9;1556.27;3615.99;518.43;;;;;;;;;;;;
R80711;2018-01-05T07:20:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1474.73;1247.91;1672.56;97.73;2589.43;1767.86;3394.41;373.11;384.25;203.49;584.62;89.04;15.07;4.71;31.47;4.8;384.66;204.81;584.65;88.78;1.0;1.0;0.99;0.0;1474.12;1247.09;1671.93;97.8;40.71;39.6;41.75;0.51;36.64;36.05;37.2;0.3;56.19;54.6;57.6;0.53;71.18;70.45;71.7;0.21;72.82;72.0;73.4;0.27;60.29;59.85;60.85;0.2;64.23;63.9;64.45;0.08;218.41;218.41;218.41;0.0;26.61;26.1;27.0;0.3;6.22;3.84;8.69;0.81;5.93;4.07;8.72;0.74;6.07;4.05;8.71;0.75;219.67;182.71;323.16;11.75;1.29;-35.7;104.74;11.75;1.29;-35.7;104.74;11.75;;;;;8.5;8.45;8.5;0.01;49.99;49.96;50.01;0.01;706.13;703.47;707.4;0.48;14.05;11.87;15.97;0.94;28.99;28.8;29.05;0.04;2462.63;1552.15;3341.64;413.21;;;;;;;;;;;;
R80711;2018-01-05T07:30:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1478.54;1210.36;1683.36;111.82;2622.45;1645.04;3511.03;431.37;392.11;180.7;605.26;99.81;18.54;5.36;32.26;7.03;392.77;183.5;605.29;99.27;1.0;1.0;0.98;0.0;1477.94;1209.55;1682.76;111.91;42.37;41.35;43.45;0.48;37.55;37.05;38.1;0.25;57.68;56.05;59.2;0.55;70.87;70.3;71.5;0.27;72.23;71.75;72.8;0.28;60.28;59.8;60.9;0.21;64.14;63.8;64.45;0.09;221.43;218.41;226.1;3.72;27.58;27.0;27.9;0.25;6.36;3.93;9.26;0.95;6.18;4.21;9.63;0.94;6.27;4.2;9.44;0.91;236.32;199.09;269.99;13.17;10.22;-27.01;49.83;13.98;10.22;-27.01;49.83;13.98;;;;;8.5;8.45;8.6;0.0;49.99;49.97;50.01;0.01;706.75;703.71;707.82;0.58;14.09;11.5;16.07;1.07;29.05;29.0;29.1;0.04;2499.23;1420.88;3459.97;474.61;;;;;;;;;;;;
R80711;2018-01-05T07:40:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1643.84;1390.99;1805.71;119.49;3294.11;2131.42;5015.7;577.86;562.64;292.95;931.72;142.1;11.3;-3.8;26.76;7.05;562.86;293.83;931.72;141.88;1.0;1.0;1.0;0.0;1643.33;1390.28;1805.04;119.54;44.0;42.9;45.2;0.53;38.42;37.8;39.0;0.27;59.48;57.6;61.25;0.72;72.2;70.7;73.4;0.77;73.71;72.3;74.85;0.9;60.99;60.1;62.45;0.41;64.53;64.0;64.95;0.27;226.1;226.1;226.1;0.0;28.42;27.9;29.0;0.3;6.9;4.43;10.48;1.09;6.65;4.19;9.87;1.06;6.78;4.31;9.91;1.05;231.12;197.81;281.56;11.96;5.01;-28.29;55.46;11.96;5.01;-28.29;55.46;11.96;;;;;8.5;8.45;8.6;0.01;49.98;49.96;50.01;0.01;707.2;706.13;708.29;0.43;15.68;13.24;17.24;1.15;29.11;29.1;29.3;0.04;3227.93;1987.76;4993.27;614.34;;;;;;;;;;;;
R80711;2018-01-05T08:00:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1602.84;1321.52;1800.23;117.92;3102.04;2011.32;4903.33;527.5;513.69;253.03;908.23;129.01;11.69;-4.09;24.71;6.68;513.93;254.02;908.25;128.79;1.0;-1.0;0.99;0.0;1602.32;1320.67;1799.96;117.99;47.63;46.55;48.8;0.5;40.31;39.7;40.85;0.28;63.27;61.6;65.15;0.6;73.76;73.0;74.35;0.33;74.75;74.0;75.3;0.4;61.81;61.1;62.6;0.29;65.24;64.95;65.6;0.13;226.1;226.1;226.1;0.0;29.8;29.5;30.2;0.22;6.85;4.48;9.57;1.02;6.48;4.59;9.16;0.9;6.66;4.61;9.34;0.93;229.46;201.09;272.69;11.39;3.34;-25.01;46.6;11.39;3.34;-25.01;46.6;11.39;;;;;8.51;8.45;8.7;0.03;49.99;49.96;50.01;0.01;707.22;705.73;708.58;0.58;15.28;12.58;17.2;1.13;29.39;29.3;29.4;0.02;3022.47;1823.21;4886.1;565.14;;;;;;;;;;;;
R80711;2018-01-05T09:00:00-06:00;-0.99;-0.99;-0.99;0.0;16.0;16.0;16.0;0.0;1701.34;1460.88;1809.78;79.39;3574.95;2401.77;5498.73;538.17;632.92;354.84;1036.96;124.23;16.3;-7.16;51.14;10.24;633.29;358.49;1036.98;123.89;1.0;-1.0;0.99;0.0;1700.88;1460.25;1809.3;79.42;37.53;36.2;38.9;0.64;34.94;34.2;35.75;0.4;55.28;54.05;56.8;0.53;73.61;72.6;74.2;0.36;75.45;75.0;75.9;0.22;60.95;60.25;61.45;0.26;64.91;64.5;65.3;0.15;226.1;226.1;226.1;0.0;23.17;21.4;24.4;0.95;7.25;4.99;9.97;1.03;6.73;4.55;9.55;0.89;6.99;4.99;9.69;0.93;224.07;148.6;258.13;10.44;-2.05;-77.5;32.03;10.44;-2.05;-77.5;32.03;10.44;;;;;8.15;8.1;8.2;0.04;49.96;49.93;50.01;0.03;708.98;707.59;710.07;0.55;16.23;13.9;17.28;0.76;29.01;28.8;29.1;0.09;3531.51;2297.91;5482.42;554.35;;;;;;;;;;;;
R80711;2018-01-05T10:50:00-06:00;-0.99;-0.99;-0.99;0.0;15.98;15.0;16.0;0.1;1638.48;1492.98;1782.12;76.8;3219.82;2525.65;4019.34;340.47;543.8;378.87;736.64;85.96;10.97;0.63;24.8;5.01;543.97;379.64;736.65;85.82;1.0;-1.0;1.0;0.0;1638.02;1492.44;1781.75;76.82;36.47;35.9;37.25;0.29;34.22;33.8;34.8;0.24;54.38;53.35;55.8;0.37;71.51;70.75;71.9;0.18;73.9;73.2;74.1;0.22;59.17;58.35;59.85;0.32;63.66;63.4;63.9;0.1;218.4;205.24;220.61;5.23;19.53;14.5;22.25;2.17;6.91;4.9;9.5;0.76;6.52;4.08;8.94;0.77;6.72;4.62;9.22;0.73;219.87;181.68;252.5;10.06;-0.77;-38.93;31.89;11.51;-0.77;-38.93;31.89;11.51;;;;;7.9;7.85;8.0;0.01;49.99;49.96;50.02;0.01;705.09;704.03;706.54;0.43;15.63;14.21;17.01;0.74;28.63;28.5;28.8;0.12;3154.24;2415.68;3995.13;359.9;;;;;;;;;;;;
R80711;2018-01-05T11:10:00-06:00;-0.99;-0.99;-0.99;0.0;15.6;15.0;16.0;0.4;1507.2;1343.66;1682.29;92.42;2708.92;2039.3;3533.85;363.02;413.69;269.43;611.06;87.66;15.72;5.07;30.04;5.72;414.11;270.64;611.12;87.38;1.0;1.0;0.99;0.0;1506.65;1342.92;1681.82;92.49;39.92;38.8;41.1;0.55;36.38;35.75;37.0;0.3;56.33;54.85;57.95;0.54;71.1;70.6;71.8;0.3;72.53;71.9;73.3;0.36;59.65;59.2;60.3;0.21;63.61;63.2;63.95;0.13;220.61;220.61;220.61;0.0;25.68;24.9;26.5;0.43;6.42;4.34;8.38;0.78;5.98;4.22;8.23;0.71;6.2;4.37;8.29;0.71;219.67;195.84;261.06;10.16;-0.94;-24.77;40.45;10.16;-0.94;-24.77;40.45;10.16;;;;;7.98;7.9;8.1;0.08;49.97;49.94;50.0;0.01;703.73;702.08;705.32;0.61;14.37;12.79;16.08;0.89;29.07;29.0;29.1;0.04;2598.46;1881.74;3482.96;398.56;;;;;;;;;;;;
R80711;2018-01-05T11:20:00-06:00;-0.99;-0.99;-0.99;0.0;15.16;15.0;16.0;0.31;1518.59;1368.03;1671.52;81.53;2754.62;2170.93;3415.7;324.63;423.86;287.39;587.96;78.78;14.35;4.14;22.91;4.37;424.18;288.16;588.01;78.6;1.0;1.0;1.0;0.0;1518.05;1367.4;1671.07;81.58;41.73;40.55;42.8;0.53;37.34;36.8;37.9;0.26;57.77;56.2;59.25;0.54;71.05;70.4;71.55;0.33;72.47;71.8;73.1;0.41;59.81;59.2;60.45;0.26;63.67;63.35;64.1;0.13;220.61;220.61;220.61;0.0;26.92;26.5;27.4;0.29;6.61;4.28;9.27;0.94;6.05;3.61;8.6;0.85;6.33;3.95;8.93;0.88;215.24;191.38;264.48;10.11;-5.37;-29.23;43.87;10.11;-5.37;-29.23;43.87;10.11;;;;;7.99;7.9;8.1;0.08;49.99;49.96;50.01;0.01;703.73;701.67;705.27;0.83;14.47;13.03;15.96;0.78;29.1;29.1;29.2;0.02;2647.87;2005.89;3360.65;353.05;;;;;;;;;;;;
R80711;2018-01-05T11:50:00-06:00;-0.99;-0.99;-0.99;0.0;15.0;15.0;15.7;0.03;1505.52;1428.72;1595.39;42.21;2700.91;2356.32;3083.21;175.14;409.07;333.07;501.3;41.2;13.43;4.53;20.48;2.85;409.35;333.3;501.38;41.12;1.0;1.0;1.0;0.0;1505.0;1428.07;1594.94;42.25;46.46;45.2;47.55;0.44;39.67;39.15;40.2;0.25;61.97;60.35;63.6;0.54;71.35;70.85;71.7;0.1;72.67;72.4;72.9;0.1;60.23;59.9;60.85;0.13;63.86;63.6;64.1;0.05;206.34;206.34;206.34;0.0;28.98;28.6;29.3;0.17;6.3;4.59;8.95;0.67;6.1;4.27;8.41;0.69;6.2;4.55;8.4;0.64;212.04;169.66;249.14;10.5;5.65;-36.68;42.79;10.5;5.65;-36.68;42.79;10.5;;;;;8.05;7.9;8.1;0.07;50.0;49.97;50.01;0.01;704.31;703.34;705.46;0.45;14.35;13.61;15.21;0.41;29.3;29.2;29.35;0.01;2590.56;2221.75;3008.96;192.74;;;;;;;;;;;;
R80711;2018-01-05T12:20:00-06:00;-0.99;-0.99;-0.99;0.0;15.0;15.0;15.0;0.0;1442.75;1256.04;1556.76;63.51;2490.56;1772.49;2971.14;236.01;354.73;204.07;465.56;53.43;15.8;6.82;24.3;3.36;355.15;205.26;465.85;53.24;1.0;1.0;0.99;0.0;1442.16;1255.29;1556.37;63.57;47.63;45.15;49.75;1.25;40.2;38.85;41.4;0.7;64.21;61.85;66.3;0.93;68.87;67.75;69.7;0.38;70.92;70.4;71.25;0.21;57.37;56.4;58.3;0.36;62.99;62.45;63.5;0.19;206.34;206.34;206.34;0.0;19.75;17.2;23.9;1.79;6.42;4.25;8.38;0.75;5.88;4.14;7.59;0.65;6.15;4.37;7.75;0.67;201.26;170.31;264.78;9.66;-5.08;-36.03;58.44;9.66;-5.08;-36.03;58.44;9.66;;;;;7.85;7.7;7.9;0.05;49.99;49.96;50.02;0.01;706.09;704.92;707.55;0.54;13.75;11.96;14.85;0.61;29.13;28.9;29.4;0.13;2337.78;1542.69;2868.44;262.61;;;;;;;;;;;;
R80711;2018-01-05T13:10:00-06:00;-0.99;-0.99;-0.99;0.0;15.0;15.0;15.0;0.0;1576.9;1389.57;1706.8;68.75;2968.95;2244.06;3578.27;293.23;478.27;304.13;626.61;70.16;11.32;-0.27;22.86;4.62;478.47;304.83;626.65;69.99;1.0;-1.0;1.0;0.0;1576.41;1388.94;1706.38;68.79;39.71;38.65;40.8;0.53;35.87;35.3;36.5;0.29;55.52;54.0;57.15;0.57;70.13;69.25;70.6;0.29;72.02;71.5;72.3;0.19;58.4;57.85;58.85;0.18;62.11;61.7;62.45;0.13;206.34;206.34;206.34;0.0;25.4;24.5;26.1;0.45;6.87;4.81;9.03;0.81;6.29;4.54;8.71;0.74;6.58;4.82;8.57;0.75;201.99;134.73;256.07;10.32;-4.38;-71.61;49.73;10.32;-4.38;-71.61;49.73;10.32;;;;;7.6;7.55;7.6;0.01;49.95;49.91;49.98;0.02;704.42;701.96;706.03;0.96;15.03;13.23;16.29;0.66;28.91;28.8;29.05;0.09;2884.27;2088.46;3532.45;314.59;;;;;;;;;;;;
R80711;2018-01-05T13:50:00-06:00;-0.99;-0.99;-0.99;0.0;15.0;15.0;15.0;0.0;1487.14;1345.52;1646.8;68.99;2640.36;2063.26;3441.94;280.24;394.54;269.64;576.62;64.91;16.1;2.55;27.51;4.43;394.96;270.97;576.71;64.69;1.0;-1.0;0.99;0.0;1486.58;1344.8;1646.32;69.06;46.05;45.0;47.0;0.45;39.22;38.7;39.7;0.23;61.43;59.85;62.95;0.52;70.28;69.8;71.1;0.14;71.55;71.0;71.9;0.16;59.06;58.7;59.55;0.14;62.56;62.25;62.8;0.08;206.34;206.34;206.34;0.0;28.59;28.3;28.9;0.18;6.56;4.51;9.43;0.77;6.03;4.38;8.44;0.7;6.29;4.71;8.87;0.71;200.12;167.41;254.86;9.19;-6.25;-38.93;48.52;9.19;-6.25;-38.93;48.52;9.19;;;;;7.8;7.7;7.9;0.01;50.01;49.98;50.03;0.01;706.0;704.72;707.61;0.76;14.17;12.81;15.71;0.66;29.32;29.3;29.4;0.03;2521.06;1892.59;3381.26;307.52;;;;;;;;;;;;
R80711;2018-01-05T14:20:00-06:00;-0.99;-0.99;-0.99;0.0;15.0;15.0;15.0;0.0;1504.28;1241.22;1695.9;116.38;2724.06;1744.69;3535.08;426.02;414.4;196.16;617.82;102.52;13.92;-0.75;29.62;6.35;414.8;197.19;617.84;102.15;1.0;-1.0;0.99;0.0;1503.73;1240.45;1695.38;116.47;48.55;46.35;50.0;0.98;40.43;39.2;41.35;0.56;64.72;62.6;66.3;0.69;70.88;69.35;72.6;1.19;72.41;70.9;73.75;1.08;57.72;56.45;60.45;0.94;62.96;62.35;63.5;0.36;206.34;206.34;206.34;0.0;21.45;18.0;30.0;3.04;6.8;4.73;8.76;0.76;6.23;4.41;8.52;0.68;6.52;4.66;8.6;0.69;199.27;174.71;265.73;9.1;-7.07;-31.63;59.39;9.1;-7.07;-31.63;59.39;9.1;;;;;7.84;7.8;7.9;0.04;49.99;49.96;50.01;0.01;705.57;704.39;706.58;0.49;14.34;11.8;16.18;1.12;29.39;29.1;29.6;0.09;2595.52;1508.92;3481.29;473.83;;;;;;;;;;;;
